3Q2023-EXCEL,,,,,
DMF#,STATUS,TYPE,SUBMIT DATE,HOLDER,SUBJECT
30100,A,III,10/26/2015,JINDAL INDIA LTD,COATED ALUMINIUM FOIL FOR PHARMA BLISTER AND STRIP PACKING
30101,A,III,11/11/2015,SCHOTT PHARMACEUTICAL PACKAGING (ZHEJIANG) CO LTD,PRIMARY PACKAGING MATERIAL (AMPOULES)
30102,A,II,12/31/2015,MYLAN LABORATORIES LTD,PALIPERIDONE PALMITATE
30103,I,II,5/9/2016,CHUNGHWA CHEMICAL SYNTHESIS AND BIOTECH CO LTD,OMEGA-3-CARBOXYLIC ACIDS
30104,A,II,12/24/2015,SHILPA PHARMA LIFESCIENCES LTD,AXITINIB
30105,A,II,1/1/2016,ZYDUS LIFESCIENCES LTD,MIRABEGRON
30106,A,II,1/12/2016,DR REDDYS LABORATORIES LTD,TREPROSTINIL
30107,A,II,1/18/2016,MYLAN LABORATORIES LTD,DACARBAZINE USP
30109,A,II,1/4/2016,KREITCHMAN PET CENTER,THK-5351 F18 INJECTION
30110,I,II,12/11/2015,ZHEJIANG JINHUA CONBA BIO PHARM CO LTD,TAMSULOSIN HYDROCHLORIDE
30111,A,III,12/9/2015,CHARTER NEX FILMS INC,CHARTER NEX FILM GRADE XCM-11258
30112,I,II,1/12/2016,APOTEX PHARMACHEM INDIA PVT LTD,CARVEDILOL DIHYDROGEN PHOSPHATE
30113,I,II,3/1/2016,APOTEX PHARMACHEM INDIA PVT LTD,LEVOTHYROXINE SODIUM USP
30114,A,II,5/4/2016,LAURUS LABS LTD,METFORMIN HYDROCHLORIDE USP
30115,A,II,3/22/2016,LAURUS LABS LTD,CARFILZOMIB
30116,A,II,4/14/2016,AMPAC FINE CHEMICALS LLC,METHYLPHENIDATE HCI 
30117,I,II,12/31/2015,DR REDDYS LABORATORIES LTD,INGENOL MEBUTATE
30118,A,II,12/31/2015,AUROBINDO PHARMA LTD,LORCASERIN HYDROCHLORIDE HEMIHYDRATE
30119,I,II,12/23/2015,ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD,LEVETIRACETAM USP (PROCESS V)
30120,A,II,12/14/2015,ZCL CHEMICALS LTD,ARIPIPRAZOLE USP
30121,A,III,12/3/2015,A SUNG PLASTIC IND CO LTD,CONTAINERS AND CLOSURE
30122,A,II,12/9/2015,BIZEN CHEMICAL CO LTD,BIZEN EPA-70E (ICOSAPENT ETHYL) DRUG SUBSTANCE INTERMEDIATE 
30123,A,II,1/7/2016,SUN PHARMACEUTICAL INDUSTRIES LTD,ERTAPENEM SODIUM
30124,A,II,1/21/2016,TEVA PHARMACEUTICAL INDUSTRIES LTD,CARFILZOMIB
30125,A,III,12/9/2015,NOLATO JAYCARE LTD,OPHTHALMIC RANGE
30126,A,III,12/4/2015,CHIN-TAI PHARMACEUTICAL PLASTIC LTD,PHARMACEUTICAL BOTTLES AND CLOSURES
30127,A,IV,12/2/2015,YANTAI ORIENTAL PHARMACAP CO LTD,VACANT CAPSULES FROM HYPROMELLOSE
30128,I,III,12/14/2015,WEST PHARMACEUTICAL SERVICES INC,ELASTOMER FORMULATIONS COATINGS AND FILMS
30129,A,III,12/15/2015,LOPAREX LLC,FLUORINE SILICONE COATED RELEASE LINERS (5195R)     
30130,A,III,12/15/2015,LOPAREX LLC,FLUORINE SILICONE COATED RELEASE LINERS (5195)
30131,A,II,12/24/2015,SCINOPHARM TAIWAN LTD,OCTREOTIDE ACETATE
30132,A,III,12/18/2015,CAREWELL GLASS AND AMPOULES PVT LTD,GLASS AMPOULES AND VIALS
30133,A,II,12/13/2015,MELODY HEALTHCARE PVT LTD,ROSUVASTATIN CALCIUM
30135,A,II,12/24/2015,GANGAGEN INC,P 128 
30136,A,II,12/31/2015,HARMAN FINOCHEM LTD,NEOSTIGMINE METHYLSULFATE USP
30137,A,II,12/31/2015,WOCKHARDT BIO AG,FOSAPREPITANT DIMEGLUMINE
30138,A,III,12/23/2015,TOSOH CORP,NIPOLON 173K PACKAGING MATERIAL
30139,A,II,12/14/2015,SAFC INC,SULFO-SMCC
30140,I,II,12/23/2015,TOMITA PHARMACEUTICAL CO LTD,MAGALDRATE POWDER USP
30141,A,III,12/23/2015,VERESCENCE BRASIL VIDROS LTDA,PHARMACEUTICAL GLASS CONTAINERS
30143,A,II,12/23/2015,STERLING CHEMICAL MALTA LTD,DUTASTERIDE FORM I
30144,I,III,12/22/2015,AMPACET CORP,4600807-N TRANS BLUE PP MB
30145,A,II,12/22/2015,JENKEM TECHNOLOGY CO LTD,METHOXY PEG SUCCINIMIDYL SUCCINATE MW20000
30146,A,IV,12/24/2015,TAKASAGO INTERNATIONAL CORP,MICRON® N&A ORANGE FLAVOR TAK-153814
30147,A,IV,12/24/2015,TAKASAGO INTERNATIONAL CORP,MICRON® INTENSATES® N&A FLAVOR MODULATOR (MASKING) TAK-153251
30148,A,IV,12/24/2015,TAKASAGO INTERNATIONAL CORP,MICRON® NATURAL & ARTIFICIAL PEPPERMINT FLAVOR TAK-153244
30149,A,IV,12/24/2015,TAKASAGO INTERNATIONAL CORP,ARTIFICIAL RASPBERRY FLAVOR TAK-153945
30150,A,IV,12/24/2015,TAKASAGO INTERNATIONAL CORP,NATURAL ORANGE FLAVOR OS TAK-153840
30151,A,IV,12/24/2015,TAKASAGO INTERNATIONAL CORP,MICRON® ARTIFICIAL STRAWBERRY FLAVOR TAK-153813
30152,A,II,9/23/2016,NAVINTA LLC,ROPIVACAINE HYDROCHLORIDE USP
30153,A,II,1/18/2016,HONOUR LAB LTD,MONOMETHYL FUMARATE
30154,A,II,12/8/2015,SHANGHAI DESANO CHEMICAL PHARMACEUTICAL CO LTD,LOPINAVIR
30155,A,II,12/10/2015,SUNBIO INC,"4-ARM POLYETHYLENE GLYCOL SUCCINIMIDYL GLUTARATE 10,000"
30156,A,II,9/27/2016,NAVINTA LLC,REMIFENTANIL HYDROCHLORIDE
30157,A,II,1/13/2016,DSM NUTRITIONAL PRODUCTS LTD,BIOTIN
30158,A,II,12/30/2015,MINSHENG GROUP SHAOXING PHARMACEUTICAL CO LTD,HOMOHARRINGTONINE
30159,A,V,12/8/2016,PATHEON BIOLOGICS LLC,"BIOTECHNOLOGY PRODUCT MANUFACTURING IN SAINT LOUIS, MISSOURI"
30160,I,II,1/12/2016,KISSEI PHARMACEUTICALS CO LTD,KLH-2109 CHOLINE DRUG SUBSTANCE
30161,A,III,8/30/2016,ZIBO ZHONGNAN PLASTICS CO LTD,"PVC, PVC/PE, PET, PET/PE, PVC/PVDC SHEET"
30162,I,II,12/29/2015,CHONGQING PHARMACEUTICAL RESEARCH INSTITUTE CO LTD,CARFILZOMIB (NON-STERILE BULK DRUG SUBSTANCE)
30163,A,III,12/24/2015,GELPAC,SILICA GEL DESICCANT CANISTERS
30164,A,II,12/29/2015,HIKMA PHARMACEUTICALS PLC,NILOTINIB MONOHYDROCHLORIDE ANHYDROUS
30165,A,II,12/29/2015,HIKMA PHARMACEUTICALS LLC,DASATINIB MONOHYDRATE
30166,I,III,3/23/2016,3M DRUG DELIVERY SYSTEMS,3M DOSE BY DOSE COUNTER AND DOSE INDICATOR
30167,A,IV,12/21/2015,SHANDONG BINZHOU ZHIYUAN BIOTECHNOLOGY CO LTD,BETADEX SULFOBUTYL ETHER SODIUM 
30168,A,IV,12/21/2015,SHANDONG BINZHOU ZYIYUAN BIOTECHNOLOGY CO LTD,HYDROXYPROPYL BETADEX
30169,A,II,1/4/2016,SOLARA ACTIVE PHARMA SCIENCES LTD,MIRABEGRON
30170,A,II,1/19/2016,RUYUAN HEC PHARM CO LTD,SITAGLIPTIN PHOSPHATE MONOHYDRATE NON-STERILE BULK DRUG SUBSTANCE
30171,A,II,1/28/2016,HEC PHARM CO LTD,OLMESARTAN MEDOXOMIL NON-STERILE BULK DRUG SUSTANCE
30172,A,II,2/2/2016,HEC PHARM CO LTD,"DULOXETINE HYDROCHLORIDE, NON-STERILE BULK DRUG SUBSTANCE"
30173,A,II,12/30/2016,CHONGQING LAND TOWER PHARMACEUTICAL CO LTD,METHYLNALTREXONE BROMIDE
30174,A,II,3/7/2016,ZHEJIANG YONGTAI PHARMACEUTICAL CO LTD,"DULOXETINE HYDROCHLORIDE USP, NON-STERILE, BULK DRUG SUBSTANCE"
30175,A,II,5/31/2016,SUN PHARMACEUTICAL INDUSTRIES LTD,ESOMEPRAZOLE MAGNESIUM USP (AMORPHOUS)
30176,A,II,9/24/2016,ENALTEC LABS PRIVATE LTD,PHYTONADIONE USP
30177,A,IV,11/27/2015,SHANGHAI POLYMER PHARMACEUTICAL AND EXCIPIENT CO LTD,GASTRIC DRY SUSPENSION FOR FILM COATING
30178,A,IV,11/27/2015,SHANGHAI POLYMER PHARMACEUTICAL AND EXCIPIENT CO LTD,ENTERIC DRY SUSPENSION FOR FILM COATING
30180,A,II,1/30/2016,MSN LABORATORIES PRIVATE LTD,"SORAFENIB TOSYLATE (FORM-III) [ROUTE CODE ""SR""]"
30181,A,II,12/30/2015,VIWIT PHARMACEUTICAL CO LTD,SITAGLIPTIN PHOSPHATE 
30182,I,II,12/22/2015,VIWIT PHARMACEUTICAL CO LTD,VARENICLINE TARTRATE
30183,A,II,12/30/2015,VIWIT PHARMACEUTICAL CO LTD,CINACALCET HYDROCHLORIDE
30184,A,II,3/24/2017,AGNO PHARMA,CARMUSTINE USP
30185,A,II,1/8/2016,DIVIS LABORATORIES LTD,LEVETIRACETAM (PROCESS B)
30186,A,II,3/7/2016,PIRAMAL PHARMA LTD,PRAMIPEXOL DIHYDROCHLORIDE
30187,A,II,2/15/2016,SUN PHARMACEUTICAL INDUSTRIES LTD,CLOPIDOGREL BISULFATE USP (PROCESS-II)
30188,I,II,6/1/2016,KEWPIE CORP,ETHYL ICOSAPENTATE DRUG SUBSTANCE
30189,A,IV,1/9/2016,VIKRAM THERMO INDIA LTD,"METHACRYLIC ACID AND METHYL METHACRYLATE COPOLYMER (1:2), NF"
30190,A,II,1/7/2016,MALLADI DRUGS AND PHARMACEUTICALS LTD,"6,7- DIMETHOXY- 3,4- DIHYDROISOQUINOLINE HYDROCHLORIDE"
30191,A,IV,11/9/2015,IDEAL CURES PVT LTD,ECOCOOL™ EXTENDED COOLING BOOSTER
30192,A,II,12/31/2015,TIANJIN JINJIN PHARMACEUTICAL CO LTD,SPIRONOLACTONE USP BULK API
30193,A,IV,1/12/2016,SHIN-ETSU CHEMICAL CO LTD,SMARTEX
30194,A,II,12/24/2015,ZHEJIANG XIANJU PHARMACEUTICAL CO LTD,"PREDNISONE, NON-STERILE, BULK DRUG SUBSTANCE"
30195,A,II,6/27/2016,QUIMICA SINTETICA SA,BENZNIDAZOLE
30196,A,II,2/9/2016,S AND B PHARMA INC DBA NORAC PHARMA,DRONABINOL USP
30197,A,III,1/28/2016,JIANGSU FAMACY GLASS CO LTD,"PRIMARY PACKAGING MATERIAL (VIALS, AMPOULES, CARTRIDGES)"
30198,A,II,2/22/2016,AMGEN INC,AMG 282 DRUG SUBSTANCE
30199,A,II,2/22/2016,WISDOM PHARMACEUTICAL CO LTD,FULVESTRANT INTERMEDIATE 
30200,A,III,4/3/2017,SCHOTT PHARMA USA INC,PRIMARY PACKAGING MATERIAL (VIALS READY TO USE)
30201,I,II,4/28/2016,ADARE PHARMACEUTICALS INC,LOPERAMIDE MICROCAPS®
30202,I,II,1/18/2016,SAFC INC,PEFCALCITOL
30203,A,III,1/4/2016,SIFRA EST SPA,MAGIFLEX® TUBE
30204,A,III,1/14/2016,SIFRA EST SPA,MAGIFLEX® FILM
30205,I,II,2/25/2016,KAPPA BIOSCIENCE AS,K2VITAL® MK-7
30206,A,III,1/18/2016,INPRES INC,.15 OZ. LIP BALM ASSEMBLY AND CAP WHITE
30207,A,II,1/19/2016,BIOVECTRA INC,"MPEG PROPIONALDEHYDE 20,000 DA"
30208,A,IV,1/19/2016,FONA INTERNATIONAL INC,"884.0865U FONATECH® ORANGE FLAVOR, NAT WONF"
30209,A,IV,1/19/2016,FONA INTERNATIONAL INC," 825.0583U N-C CHERRY FLAVOR, NET WONF"
30210,A,III,12/14/2015,COLLAPSIBLE TUBE CORP,ALUMINIUM COLLAPSIBLE TUBES
30211,A,II,1/21/2016,MEDTRONIC NEUROMODULATION,PROPRIETARY MEDTRONIC NEUROMODULATION INFORMATION REGARDING LIORESAL® INTRATHECAL (BACLOFEN INJECTION)
30212,A,II,1/30/2016,MSN LIFE SCIENCES PRIVATE LTD,MACITENTAN [ROUTE CODE IM]
30213,I,II,1/27/2016,CTX LIFE SCIENCES PVT LTD,DEFERASIROX
30214,A,II,4/20/2016,FIS FABBRICA ITALIANA SINTETICI SPA,PENTAZOCINE
30215,A,II,3/9/2016,SHENZHEN SALUBRIS PHARMACEUTICALS CO LTD,BIVALIRUDIN
30216,A,II,2/1/2016,TIANJIN WEIJIE PHARMACEUTICAL CO LTD,MIDODRINE HYDROCHLORIDE BULK DRUG SUBSTANCE
30217,A,II,2/1/2016,EMCURE PHARMACEUTICALS LTD,ROPIVACAINE HYDROCHLORIDE USP (PROCESS II)
30218,A,II,2/5/2016,MSN LABORATORIES PRIVATE LTD,BOSUTINIB [ROUTE CODE BS]
30219,A,II,1/30/2016,MSN LABORATORIES PRIVATE LTD,DASATINIB PROPYLENE GLYCOL [ROUTE CODE DB]
30220,A,II,3/10/2016,PHARMAZELL GMBH,TERIFLUNOMIDE
30221,A,IV,2/2/2016,SHANGHAI YUKING WATER SOLUBLE MATERIAL TECH CO LTD,POVIDONE
30222,A,II,1/29/2016,CTX LIFE SCIENCES PVT LTD,ESLICARBAZEPINE ACETATE
30223,A,IV,1/18/2016,DAVID MICHAEL AND CO INC,MICHAELOK® NATURAL GRAPE FLAVOR WONF # 2489
30224,A,III,1/11/2016,BORMIOLI PHARMA SPA,PE BOTTLE 25 ML
30225,A,III,1/11/2016,BORMIOLI PHARMA SPA,PE BOTTLE 150 ML
30227,A,II,1/21/2016,MINSHENG GROUP SHAOXING PHARMACEUTICAL CO LTD,ATROPINE SULFATE
30228,A,III,1/22/2016,ILHAPLAST SA,PHARMACEUTICAL PRIMARY PACKAGING
30229,A,II,1/22/2016,SYMED LABS LTD,DRONEDARONE HYDROCHLORIDE
30230,A,II,1/21/2016,ZHEJIANG XIANJU PHARMACEUTICAL CO LTD,"HYDROCORTISONE, NON-STERILE, BULK DRUG SUBSTANCE"
30231,A,IV,1/16/2016,RANQ REMEDIES PVT LTD,MICROCRYSTALLINE CELLULOSE (USP)
30232,A,II,1/26/2016,SAFC INC,SODIUM METAARSENITE
30233,A,II,2/19/2016,AURO PEPTIDES LTD,DESMOPRESSIN ACETATE USP
30234,A,II,2/23/2016,TEVA PHARMACEUTICAL INDUSTRIES LTD,SORAFENIB TOSYLATE
30235,A,II,1/28/2016,HETERO LABS LTD,SORAFENIB TOSYLATE USP
30236,A,IV,1/22/2016,JAPAN VAM AND POVAL CO LTD,POLYVINYL ALCOHOL PHARMACEUTICAL GRADE PE-TYPE
30237,A,II,1/16/2016,SHANGHAI LIVZON PHARMACEUTICAL CO LTD,CHORIONIC GONADOTROPHIN
30238,A,II,1/26/2016,TIANJIN TIANYAO PHARMACEUTICALS CO LTD,"METHYLPREDNISOLONE HEMISUCCINATE, USP BULK "
30239,I,II,5/4/2016,MERCK SHARP AND DOHME CORP,MK-6240
30240,A,II,2/19/2016,ALEMBIC PHARMACEUTICALS LTD,CANDESARTAN CILEXETIL USP (CND PROCESS)
30241,A,II,1/27/2016,HUANGGANG LUBAN PHARMACEUTICAL CO LTD,3-(2-AMINO-2-OXOETHYL)-5-METHYLHEXANOIC ACID 
30242,A,II,2/19/2016,CHEMPACIFIC CORP,V091015 DRUG SUBSTANCE
30243,A,II,2/13/2016,BIOPHORE INDIA PHARMACEUTICALS PVT LTD,PERMETHRIN
30244,A,II,2/3/2016,MEGHMANI LLP,ACETAMINOPHEN USP
30245,I,III,1/28/2016,AMPACET CORP,173372 GREEN PP MB
30246,I,II,1/15/2016,LIVZON NEW NORTH RIVER PHARMACEUTICAL CO LTD,"MYCOPHENOLATE MOFETIL NON-STERILE, BULK FORM"
30247,A,IV,1/26/2016,LIPOID GMBH,LIPOID PC 22:1/22:1 (DEPC)
30248,A,II,4/6/2016,LUPIN LTD,APREMILAST
30249,A,II,9/20/2016,CHENGDU SHENGNUO BIOPHARM CO LTD,OCTREOTIDE ACETATE USP
30250,A,III,3/24/2016,3M CO,3M COTRAN™ 9693 TAN POLYETHYLENE MEDICAL TAPE 
30253,A,II,4/13/2016,LUPIN LTD,OSELTAMIVIR PHOSPHATE USP
30255,A,III,2/3/2016,ADAPA FLEXIBLES DENMARK SLAGELSE AS,DANAEXTRA 15-37 COMPOUND PACKAGING MATERIAL
30256,A,III,1/28/2016,SHIJIAZHUANG XINFUDA MEDICAL PACKAGING CO LTD,HDPE BOTTLES FOR ORAL SOLID PREPARATION
30257,A,III,1/28/2016,SHIJIAZHUANG XINFUDA MEDICAL PACKAGING CO LTD,PET BOTTLES FOR ORAL SOLID PREPARATION
30258,A,III,1/28/2016,SHIJIAZHUANG XINFUDA MEDICAL PACKAGING CO LTD,PLASTIC BOTTLES AND CAPS WITH DRYING AGENT
30259,I,II,2/5/2016,SANYO FINE CO LTD,N-ACETYLNEURAMINIC ACID LYASE
30260,A,II,3/17/2016,SHILPA PHARMA LIFESCIENCES LTD,ENZALUTAMIDE
30261,A,II,8/5/2016,SUN PHARMACEUTICAL INDUSTRIES LTD,IRINOTECAN HYDROCHLORIDE TRIHYDRATE
30263,A,II,1/7/2017,SUN PHARMACEUTICAL INDUSTRIES LTD,EPOPROSTENOL SODIUM
30264,I,II,3/1/2016,CIPLA LTD,BORTEZOMIB
30265,A,III,2/5/2016,GIKO VERPACKUNGEN GMBH,PRINTED COMPOSITE FILM WITH REPEATING PATTERN (VERBUNDFOLIE MIT TASTMARKE) 
30266,A,II,11/16/2016,SUN PHARMACEUTICAL INDUSTRIES LTD,LINACLOTIDE
30267,A,III,3/16/2016,FUJIGEL SANGYO LTD,DESICCANT
30268,A,II,2/14/2016,AKRON BIOTECHNOLOGY LLC,RECOMBINANT HUMAN INTERLEUKIN-2
30270,A,II,2/2/2016,SYN-TECH CHEM AND PHARM CO LTD,LAMOTRIGINE USP
30271,A,III,2/1/2016,JIANGYIN PROPACK PACKING CO LTD,PA/AL/PVC COLD-FORMED FOIL FOR SOLID PREPARATION
30272,A,II,3/23/2016,GLENMARK LIFE SCIENCES LTD,LOMITAPIDE MESYLATE
30273,A,II,5/27/2016,GLENMARK LIFE SCIENCES LTD,PREGABALIN
30274,A,II,3/10/2016,TEVA PHARMACEUTICAL INDUSTRIES LTD,LINACLOTIDE
30275,A,III,2/9/2016,SEKISUI CHEMICAL CO LTD,ALVEOCEL LA SERIES/SEAL PRODUCTS
30276,A,III,2/3/2016,DYNIC USA CORP, THERMAL TRANSFER RIBBON HF24
30277,A,II,3/26/2016,CADILA HEALTHCARE LTD,LORCASERIN HYDROCHLORIDE
30278,A,II,2/26/2016,MSN LABORATORIES PRIVATE LTD,"BOSUTINIB (FORM-R) [ROUTE CODE ""BY""]"
30279,A,II,2/29/2016,MSN LABORATORIES PRIVATE LTD,"ENZALUTAMIDE [ROUTE CODE ""EI""]"
30280,A,III,3/25/2016,TORAY INDUSTRIES INC,ABS RESIN (MABS RESIN) TOYOLAC™ FOR MEDICAL APPLICATIONS
30281,A,IV,2/29/2016,FINAR LTD,BENZENESULPHONIC ACID HP
30283,A,II,3/31/2016,MACLEODS PHARMACEUTICALS LTD,DIMETHYL FUMARATE
30284,A,II,2/19/2016,LONZA AG, MC-VAL-ALA-PBD 
30285,A,II,5/19/2016,MACLEODS PHARMACEUTICALS LTD,NITROFURANTOIN MONOHYDRATE
30286,I,II,4/4/2016,CIPLA LTD,DARUNAVIR HYDRATE (PROCESS II)
30287,A,II,9/7/2016,HONOUR LAB LTD,COBICISTAT ON  COLLOIDAL SILICON DIOXIDE
30288,A,II,2/29/2016,CURIA INDIA PRIVATE LIMITED,FUROSEMIDE USP
30289,A,III,1/25/2016,DIGVIJAY INDUSTRIES,PRINTED/PLAIN ALUMINIUM COLLAPSIBLE TUBES AND LAMI TUBES
30290,A,IV,2/11/2016,MOLKEREI MEGGLE WASSERBURG GMBH AND CO KG,INHALAC ® 120
30291,A,II,2/16/2016,HETERO DRUGS LTD,MIRABEGRON (FORM-B)
30292,A,II,2/11/2016,SYNGEN BIOTECH CO LTD,MUPIROCIN
30293,A,III,2/11/2016,AVIENT CORP,CC01060346XX
30294,A,IV,2/16/2016,SYMRISE INC,312019 SYMLIFE ® NATURAL FLAVOR OPTIMIZER TYPE
30295,A,II,9/6/2017,5N PLUS LUBECK GMBH,BISMUTH SUBCITRATE POTASSIUM
30296,A,IV,2/16/2016,SYMRISE INC,393085 NATURAL & ARTIFICIAL BITTER MASKING FLAVOR POWDER
30297,A,II,3/5/2016,BIOCON LTD,TERIFLUNOMIDE
30298,A,III,2/15/2016,WZ PACKAGING LTD,20 MICRON BLISTER FOIL
30299,A,II,2/29/2016,MSN LABORATORIES PRIVATE LTD,"DAPAGLIFLOZIN (AMORPHOUS) [ROUTE CODE ""DQa""]"
30300,A,IV,3/3/2016,CM BIOMATERIALS BV,DIBLOCK AND TRIBLOCK COPOLYMERS
30301,A,IV,2/2/2016,JIANGSU LEFAN CAPSULE CO LTD,EMPTY GELATIN CAPSULES
30302,A,II,10/28/2015,JENKEM TECHNOLOGY CO LTD,8ARM PEG SUCCINIMIDYL GLUTARATE (HEXAGLYCEROL) MW 15000 
30303,A,III,2/17/2016,PLASEL PLASTIC LTD,PLASTIC BOTTLES
30304,A,II,3/29/2016,ZYDUS LIFESCIENCES LTD,ENZALUTAMIDE
30305,A,III,2/16/2016,AVIENT CORP,CC01059002XX
30306,A,III,2/16/2016,AVIENT CORP,CC01060551XX
30307,A,III,2/16/2016,AVIENT CORP,CC01059032XX
30308,A,III,2/16/2016,AVIENT CORP,CC01060665XX
30309,A,II,3/10/2016,MSN PHARMACHEM PRIVATE LTD,"VORTIOXETINE HYDROBROMIDE [ROUTE CODE ""VX""]"
30310,A,II,3/21/2016,CENTAUR PHARMACEUTICALS PRIVATE LTD,METOLAZONE USP
30311,A,II,3/7/2016,AUROBINDO PHARMA LTD,ERTAPENEM SODIUM
30313,A,II,3/2/2016,STERLING SPA,DEFLAZACORT
30314,A,II,2/29/2016,MSN LABORATORIES PRIVATE LTD,"TREPROSTINIL DIETHANOLAMINE (CRYSTALLINE)  [ROUTE CODE ""VM""]"
30315,A,II,4/15/2016,PIRAMAL HEALTHCARE UK LTD,NORPROSTOL
30316,A,II,4/22/2016,KEWPIE CORP,HYALURONSAN HA-AML(SODIUM HYALURONATE) DRUG SUBSTANCE
30317,A,V,2/10/2016,AV PROCESSORS PVT LTD,GAMMA IRRADIATION FACILITY FOR STERILIZATION OF MEDICAL DEVICES DRUGS & ALLIED PRODUCTS
30318,A,IV,2/22/2016,FONA INTERNATIONAL INC,884.0554U ORANGE FLAVOR NAT & ART
30320,A,II,2/22/2016,COVALENT LABORATORIES PRIVATE LTD,CEFDINIR HYDRATE USP
30321,A,III,3/4/2016,HOLOSTIK INDIA LTD,"HIGH-SECURITY HOLOGRAPHIC AND NON-HALOGRAPHIC ANTI-COUNTERFEITING PRODUCTS [SECURITY HOLOGRAM, HOT STAMPING FOIL, INDUCTION-SEALING WADS, PAPER LABELS, PLASTIC LABEL, SHRINK SLEEVES, PVC BLISTER, PAPER LAMINATE, HOLOGRAPHIC FILM UV AND 3D LAMINATED SHEET/LABELS, HOLOGRAPHIC (PET/CPP/BOPP), METALIZED BOPP]"
30323,A,II,1/18/2016,HUAYI ISOTOPES CO,18F-FDG REAGENT KITS
30324,A,II,6/4/2016,CORAL DRUGS PRIVATE LTD,FORMOTEROL FUMARATE DIHYDRATE
30325,A,II,3/28/2016,SHAANXI HANJIANG PHARMACEUTICAL GROUP CO LTD,MEBENDAZOLE POLYMORPH C
30326,A,V,2/12/2016,AGROSURG IRRADIATORS INDIA PVT LTD,GAMMA RADIATION PROCESSING FACILITY
30327,A,V,2/18/2016,HUAYI ISOTOPES CO,NUCLEOPHILIC INTEGRATED FLUIDIC PROCESSOR
30328,A,IV,2/22/2016,SYMRISE AG,299761 OPTACOOL ® E
30329,A,IV,2/2/2016,HENKEL CORP,DURO-TAK 87-6913 PRESSURE SENSITIVE ADHESIVE
30330,I,IV,2/24/2016,DDP SPECIALTY ELECTRONIC MATERIALS US 9 LLC, DOW CORNING™ Q7-9330 ELASTOMER BLEND
30331,A,III,5/12/2016,ORANGE PRODUCTS INC,HDPE BOTTLES
30332,A,II,3/29/2016,MSN LIFE SCIENCES PRIVATE LTD,APREMILAST [ROUTE CODE LI]
30333,A,II,3/3/2016,HETERO LABS LTD,PIOGLITAZONE HYDROCHLORIDE (PROCESS-II)
30334,A,III,2/1/2016,JIANGYIN PROPACK PACKING CO LTD,ALUMINUM FOIL FOR PACKAGING OF MEDICINE
30335,A,II,11/23/2016,SUN PHARMACEUTICAL INDUSTRIES LTD,OMEPRAZOLE MAGNESIUM USP
30336,A,II,3/14/2016,DELMAR CHEMICALS INC,APIXABAN
30337,A,III,2/19/2016,PAXXUS INC,RPP# 36-1088D
30338,A,II,3/15/2016,TIANJIN WEIJIE PHARMACEUTICAL CO LTD,ELETRIPTAN HYDROBROMIDE
30339,I,III,2/19/2016,AMPACET CORP,413505 BLUE WHITE SMC PP MB
30340,A,II,3/15/2016,AUROBINDO PHARMA LTD,TERIFLUNOMIDE
30341,A,II,3/4/2016,MSN LABORATORIES PRIVATE LTD,"AXITINIB (FORM-XLI)[ROUTE CODE - ""XB""]"
30342,A,III,2/19/2016,PAXXUS INC,RPP#36-1293
30343,A,II,3/31/2016,APOTEX PHARMACHEM INC,POSACONAZOLE
30345,A,II,2/25/2016,HIKAL LTD,LACOSAMIDE USP
30346,A,II,3/7/2016,OLON SPA,TERIFLUNOMIDE
30347,A,II,4/13/2016,LUPIN LTD,FERRIC CITRATE
30348,A,II,4/15/2016,LUPIN LTD,SUCROFERRIC  OXYHYDROXIDE
30349,A,II,3/23/2016,BASILDON CHEMICAL CO LTD,SIMETHICONE USP (BASILDON CHEMICALS SIMETHICONE AFC2-2671)
30350,A,II,4/20/2016,TEVA PHARMACEUTICAL INDUSTRIES LTD,ARMODAFINIL 7SM1029
30351,A,II,4/13/2016,LUPIN LTD,PIRFENIDONE
30352,A,II,3/22/2016,JUBILANT PHARMOVA LTD,OLANZAPINE USP
30353,A,II,3/30/2016,JUBILANT PHARMOVA LTD,FEBUXOSTAT
30354,A,II,4/7/2016,MACLEODS PHARMACEUTICALS LTD,HYDRALAZINE HYDROCHLORIDE
30355,A,II,2/20/2016,SHANDONG ANHONG PHARMACEUTICAL CO LTD,TENOFOVIR DISOPROXIL FUMARATE 
30356,A,III,2/4/2016,NGPL PAPER PACK PVT LTD,COATED/LAMINATED-PLAIN/PRINTED-ALUMINIUM FOILS
30357,A,II,2/26/2016,POLYMED THERAPEUTICS INC,CARFILZOMIB DRUG SUBSTANCE 
30358,A,IV,2/29/2016,DHARA LIFESCIENCE PVT LTD,FILMCOAT UNIVERSAL
30359,A,IV,2/29/2016,DHARA LIFESCIENCE PVT LTD,COLONCOAT EC
30360,A,IV,2/29/2016,DHARA LIFESCIENCE PVT LTD,FILMCOAT MB
30361,A,IV,2/29/2016,DHARA LIFESCIENCE PVT LTD,FILMCOAT AMB
30362,A,IV,2/29/2016,DHARA LIFESCIENCE PVT LTD,AQUA EZE
30363,A,IV,2/29/2016,DHARA LIFESCIENCE PVT LTD,FILMCOAT SC
30364,A,II,3/11/2016,DEBIOPHARM RESEARCH AND MANUFACTURING SA,TRIPTORELIN PAMOATE MICROGRANULES
